,Species,Common_Name,Category,Presence_Type,Location,Kingdom,Phylum,Class,Order,Family
1503,Potorous longipes,Long-footed Potoroo,Endangered,Present,"NSW, VIC",Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
1504,Potorous platyops,"Broad-faced Potoroo, Moda",Extinct,Extinct,WA,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
1505,Potorous tridactylus tridactylus,Long-nosed Potoroo (SE Mainland),Vulnerable,Present,"NSW, QLD, SA, TAS, TER, VIC",Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
1506,Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",Endangered,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1507,Prasophyllum amoenum,Dainty Leek-orchid,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1508,Prasophyllum apoxychilum,Tapered Leek-orchid,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1509,Prasophyllum atratum,Three Hummock Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1510,Prasophyllum bagoense,Bago Leek-orchid,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1511,Prasophyllum castaneum,Chestnut Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1512,Prasophyllum colemaniae,Lilac Leek-orchid,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1513,Prasophyllum correctum,Gaping Leek-orchid,Endangered,Present,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1514,Prasophyllum crebriflorum,Crowded Leek-Orchid,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1515,Prasophyllum diversiflorum,Gorae Leek-orchid,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1516,Prasophyllum favonium,Western Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1517,Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1518,Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1519,Prasophyllum goldsackii,Goldsack's Leek-orchid,Endangered,Endangered,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1520,Prasophyllum incorrectum,Golfers Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1521,Prasophyllum innubum,Brandy Marys Leek-orchid,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1522,Prasophyllum keltonii,Kelton's Leek-orchid,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1523,Prasophyllum laxum,Lax Leek Orchid,Critically Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1524,Prasophyllum limnetes,Marsh Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1525,Prasophyllum milfordense,Milford Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1526,Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1527,Prasophyllum murfetii,Fleurieu Leek Orchid,Critically Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1528,Prasophyllum olidum,Pungent Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1529,Prasophyllum pallidum,Pale Leek-orchid,Vulnerable,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1530,Prasophyllum perangustum,Knocklofty Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1531,Prasophyllum petilum,Tarengo Leek Orchid,Endangered,Present,"ACT, NSW",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1532,Prasophyllum pruinosum,Plum Leek-orchid,Endangered,Present,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1533,Prasophyllum pulchellum,Pretty Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1534,Prasophyllum robustum,Robust Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1535,Prasophyllum secutum,Northern Leek-orchid,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1536,Prasophyllum sp. Wybong (C.Phelps ORG 5269),a leek-orchid,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1537,Prasophyllum spicatum,Dense Leek-orchid,Vulnerable,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1538,Prasophyllum stellatum,Ben Lomond Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1539,Prasophyllum suaveolens,Fragrant Leek-orchid,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1540,Prasophyllum subbisectum,Pomonal Leek-orchid,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1541,Prasophyllum taphanyx,Graveside Leek-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1542,Prasophyllum tunbridgense,Tunbridge Leek-orchid,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1543,Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1544,Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1545,Prasophyllum wallum,Wallum Leek-orchid,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1546,Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",Vulnerable,Present,"NT, OCE, QLD, WA",Animalia,Chordata,Chondrichthyes,Rajiformes,Pristidae
1547,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Vulnerable,Present,"NT, OCE, QLD, WA",Animalia,Chordata,Chondrichthyes,Rajiformes,Pristidae
1548,Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Vulnerable,Present,"NSW, NT, OCE, QLD, WA",Animalia,Chordata,Chondrichthyes,Rajiformes,Pristidae
1549,Probosciger aterrimus macgillivrayi,Palm Cockatoo (Australian),Vulnerable,Present,QLD,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae
1550,Prostanthera albohirta,,Critically Endangered,Extinct,QLD,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1551,Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1552,Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1553,Prostanthera cineolifera,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1554,Prostanthera clotteniana,,Critically Endangered,Extinct,QLD,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1555,Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1556,Prostanthera densa,Villous Mintbush,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1557,Prostanthera discolor,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1558,Prostanthera eurybioides,Monarto Mintbush,Endangered,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1559,Prostanthera galbraithiae,Wellington Mintbush,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1560,Prostanthera junonis,Somersby Mintbush,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1561,Prostanthera marifolia,Seaforth Mintbush,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1562,Prostanthera nudula,Mount Illbilie Mintbush,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1563,Prostanthera nudula,Mount Illbilie Mintbush,Vulnerable,Present,NT,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1564,Prostanthera palustris,Swamp Mint-bush,Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1565,Prostanthera schultzii,,Vulnerable,Endemic,NT,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1566,Prostanthera sp. Dunmore (D.M.Gordon 8A),,Vulnerable,Present,QLD,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1567,Prostanthera spathulata,,Vulnerable,Present,QLD,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1568,Prostanthera staurophylla,a mint-bush,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1569,Prostanthera stricta,Mount Vincent Mintbush,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1570,Prototroctes maraena,Australian Grayling,Vulnerable,Present,"NSW, OCE, SA, TAS, TER, VIC",Animalia,Chordata,Actinopterygii,Salmoniformes,Retropinnidae
1571,Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal",Endangered,Endemic,QLD,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
1572,Psephotus pulcherrimus,Paradise Parrot,Extinct,Extinct,"NSW, QLD",Animalia,Chordata,Aves,Psittaciformes,Psittacidae
1573,Pseudemydura umbrina,Western Swamp Tortoise,Critically Endangered,Endemic,WA,Animalia,Chordata,Reptilia,Testudines,Chelidae
1574,Pseudocephalozia paludicola,Alpine Leafy Liverwort,Vulnerable,Present,"TAS, VIC",Plantae,Bryophyta,Bryopsida,Bryales,Lepidoziaceae
1575,Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,Critically Endangered,Present,"AET, NSW",Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae
1576,Pseudocharopa whiteleggei,Whitelegge's Land Snail,Critically Endangered,Present,"AET, NSW",Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae
1577,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Critically Endangered,Endemic,WA,Animalia,Chordata,Mammalia,Diprotodonta,Petauridae
1578,Pseudococcus markharveyi,Banksia montana mealybug,Critically Endangered,Present,WA,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae
1579,Pseudomugil mellis,Honey Blue-eye,Vulnerable,Endemic,QLD,Animalia,Chordata,Actinopterygii,Atheriniformes,Pseudomugilidae
1580,Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",Vulnerable,Present,"NSW, NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae
1581,Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Vulnerable,Endemic,WA,Animalia,Chordata,Mammalia,Rodentia,Muridae
1582,Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Vulnerable,Present,"NT, SA",Animalia,Chordata,Mammalia,Rodentia,Muridae
1583,Pseudomys fumeus,"Smoky Mouse, Konoom",Endangered,Present,"ACT, NSW, SA, VIC",Animalia,Chordata,Mammalia,Rodentia,Muridae
1584,Pseudomys gouldii,"Gould's Mouse, Koontin",Extinct,Extinct,"NSW, QLD, SA, VIC, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae
1585,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",Vulnerable,Present,"NSW, QLD, TAS, TER, VIC",Animalia,Chordata,Mammalia,Rodentia,Muridae
1586,Pseudomys oralis,"Hastings River Mouse, Koontoo",Endangered,Present,"NSW, QLD",Animalia,Chordata,Mammalia,Rodentia,Muridae
1587,Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",Vulnerable,Endemic,NSW,Animalia,Chordata,Mammalia,Rodentia,Muridae
1588,Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",Endangered,Present,"SA, VIC, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae
1589,Pseudophryne corroboree,Southern Corroboree Frog,Critically Endangered,Endemic,NSW,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1590,Pseudophryne covacevichae,Magnificent Brood Frog,Vulnerable,Endemic,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1591,Pseudophryne pengilleyi,Northern Corroboree Frog,Critically Endangered,Present,"ACT, NSW",Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1592,Psophodes nigrogularis nigrogularis,Western Heath Whipbird ,Endangered,Endemic,WA,Animalia,Chordata,Aves,Passeriformes,Psophodidae
1593,Pteris kingiana,King's Brakefern,Endangered,Endemic,"AET, NI",Plantae,Polypodiophyta,Polypodiatae,Pteridales,Pteridaceae
1594,Pteris zahlbruckneriana,Netted Brakefern,Endangered,Endemic,"AET, NI",Plantae,Polypodiophyta,Polypodiatae,Pteridales,Pteridaceae
1595,Pterodroma arminjoniana,"Round Island Petrel, Trinidade Petrel",Critically Endangered,Present,OCE,Animalia,Chordata,Aves,Procellariiformes,Procellariidae
1596,Pterodroma heraldica,Herald Petrel,Critically Endangered,Present,"AET, CSI, OCE, QLD",Animalia,Chordata,Aves,Procellariiformes,Procellariidae
1597,Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",Endangered,Present,"CSI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC",Animalia,Chordata,Aves,Procellariiformes,Procellariidae
1598,Pterodroma mollis,Soft-plumaged Petrel,Vulnerable,Present,"AET, ANT, HI, OCE, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Procellariidae
1599,Pterodroma neglecta neglecta,Kermadec Petrel (western),Vulnerable,Present,"AET, CSI, NI, NSW, OCE, QLD, TER",Animalia,Chordata,Aves,Procellariiformes,Procellariidae
1600,Pteropus conspicillatus,Spectacled Flying-fox,Endangered,Endemic,QLD,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae
1601,Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",Critically Endangered,Endemic,CI,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae
1602,Pteropus poliocephalus,Grey-headed Flying-fox,Vulnerable,Present,"ACT, NSW, QLD, SA, TER, VIC",Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae
1603,Pterostylis X aenigma,Enigmatic Greenhood,Endangered,Present,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1604,Pterostylis arenicola,Sandhill Greenhood Orchid,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1605,Pterostylis basaltica,Basalt Greenhood,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1606,Pterostylis bicornis,,Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1607,Pterostylis bryophila,Hindmarsh Valley Greenhood,Critically Endangered,Critically Endangered,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1608,Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1609,Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,Possible,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1610,Pterostylis chlorogramma,Green-striped Greenhood,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1611,Pterostylis chlorogramma,Green-striped Greenhood,Vulnerable,Present,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1612,Pterostylis commutata,Midland Greenhood,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1613,Pterostylis cucullata,Leafy Greenhood,Vulnerable,Present,"NSW, SA, TAS, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1614,Pterostylis despectans,Lowly Greenhood,Endangered,Present,"NSW, SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1615,Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1616,Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,Present,TER,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1617,Pterostylis lepida,Halbury Greenhood,Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1618,Pterostylis mirabilis,Nodding Rufoushood,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1619,Pterostylis oreophila,"Blue-tongued Orchid, Kiandra Greenhood",Critically Endangered,Present,"ACT, NSW, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1620,Pterostylis pratensis,Liawenee Greenhood,Vulnerable,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1621,Pterostylis psammophila,Two-bristle Greenhood,Critically Endangered,Present,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1622,Pterostylis pulchella,Pretty Greenhood,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1623,Pterostylis rubenachii,Arthur River Greenhood,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1624,Pterostylis saxicola,Sydney Plains Greenhood,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1625,Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Grrenhood",Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1626,Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1627,Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1628,Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1629,Pterostylis valida,Robust Greenhood,Critically Endangered,Extinct,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1630,Pterostylis vernalis,Halbury Rustyhood,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1631,Pterostylis wapstrarum,Fleshy Greenhood,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1632,Pterostylis xerophila,Desert Greenhood,Vulnerable,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1633,Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1634,Ptilotus beckerianus,Ironstone Mulla Mulla,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae
1635,Ptilotus pyramidatus,Pyramid Mulla-mulla,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae
1636,Ptychosema pusillum,Dwarf Pea,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1637,Pultenaea aristata,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1638,Pultenaea baeuerlenii,Budawangs Bush-pea,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1639,Pultenaea elusa,Elusive Bush-pea,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1640,Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1641,Pultenaea maidenii,Maiden's Bush-pea,Extinct,Extinct,VIC,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1642,Pultenaea parrisiae,,Vulnerable,Present,"NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1643,Pultenaea parviflora,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1644,Pultenaea pauciflora,Narrogin Pea,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1645,Pultenaea setulosa,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1646,Pultenaea sp. Genowlan Point (NSW 417813),"Genowlan Point Pultenaea, Genowlan Pultenaea",Critically Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1647,Pultenaea trichophylla,Tufted Bush-pea,Endangered,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1648,Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1649,Pultenaea williamsoniana,Williamsons Bush-pea,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1650,Quintalia stoddartii,Stoddart's Helicarionid Land Snail,Critically Endangered,Present,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae
1651,Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,Endemic,"AET, CI",Animalia,Chordata,Reptilia,Squamata,Typhlopidae
1652,Randia moorei,Spiny Gardenia,Endangered,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae
1653,Ranunculus anemoneus,Anemone Buttercup,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae
1654,Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae
1655,Rattus macleari,"Maclear's Rat, Christmas Island Rat",Extinct,Extinct,AET,Animalia,Chordata,Mammalia,Rodentia,Muridae
1656,Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",Extinct,Extinct,AET,Animalia,Chordata,Mammalia,Rodentia,Muridae
1657,Reedia spathacea,Reedia,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae
1658,Rexea solandri (eastern Australian population),Eastern Gemfish,Conservation Dependent,Present,"NSW, OCE, QLD, TAS",Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae
1659,Rhagodia acicularis,Wongan Rhagodia,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1660,Rhaphidospora bonneyana,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Acanthaceae
1661,Rhaphidospora bonneyana,,Vulnerable,Present,NSW,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Acanthaceae
1662,Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1663,Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,Present,NSW,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1664,Rheobatrachus silus,Southern Gastric-brooding Frog,Extinct,Extinct,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1665,Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,Extinct,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1666,Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Vulnerable,Endemic,QLD,Animalia,Chordata,Reptilia,Testudines,Chelidae
1667,Rhincodon typus,Whale Shark,Vulnerable,Present,"ACR, AET, CI, CSI, NSW, NT, OCE, QLD, TAS, TER, VIC, WA",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae
1668,Rhinerrhizopsis matutina,,Vulnerable,Present,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1669,Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",Vulnerable,Present,QLD,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae
1670,Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,Vulnerable,Endemic,WA,Animalia,Chordata,Mammalia,Chiroptera,Rhinonycteridae
1671,Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Extinct,Extinct,NSW,Animalia,Chordata,Aves,Passeriformes,Muscicapidae
1672,Rhizanthella gardneri,"Western Underground Orchid, Underground Orchid ",Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1673,Rhizanthella johnstonii,South Coast Underground Orchid,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
